# SIMULATED DATA — generated by swarm-lmd/swarm.py, seed 20260813. Evidence about this model, NOT about the world.
swarm,J,agent,depth,R_from_root,U,d_enc,d_dec,E_UDD,fidelity
6,1.313032,448,4,1.6007415,0.93553259,0.64509123,0.92722511,0.55958394,0.004293997095
6,1.313032,2746,4,1.37191885,0.90471074,0.63830384,0.83816861,0.48402589,0.003971917912
6,1.313032,1766,4,1.43945483,19.3226357,0.78240959,0.91804725,13.87923621,0.010627461664
6,1.313032,1785,4,1.57103195,1.591312,0.41455115,0.58656734,0.38694687,0.004263965731
6,1.313032,772,4,1.26915015,0.30288779,0.75707692,0.71079487,0.16299191,0.000498950277
6,1.313032,2778,4,1.26915015,0.36622556,0.98593902,0.68822746,0.24850247,0.000629151199
6,1.313032,880,4,1.12685614,0.70538304,0.38316653,0.55592453,0.15025482,0.000159204763
6,1.313032,1542,4,1.57103195,2.8586535,0.7759628,0.64011827,1.41991597,0.008446474587
6,1.313032,1596,4,1.28086868,0.18213784,0.64029707,0.66890714,0.0780095,0.004371974915
6,1.313032,305,4,1.28086868,0.75486267,0.77415386,0.67316447,0.39338375,0.00531959766
6,1.313032,296,4,1.36381373,0.21256263,0.83621757,0.88843,0.1579172,0.004235823613
6,1.313032,288,4,1.42871318,0.71244058,0.66231542,0.67908561,0.32043359,0.002664849487
6,1.313032,3198,4,1.42871318,0.23650127,0.9390689,0.73770162,0.16383688,0.006766571569
6,1.313032,3173,4,1.3574872,2.6590945,0.72659936,0.67472905,1.30364155,0.00594393739
6,1.313032,367,4,0.99077502,1.80592509,0.75962188,0.97700114,1.34026991,0.010325419905
6,1.313032,3217,4,1.26915015,0.21056394,0.88383795,0.70257976,0.13075319,0.000575759695
6,1.313032,1427,4,1.47192053,1.40313485,0.92180123,0.79732401,1.03126799,0.007616597448
6,1.313032,1422,4,1.21958456,0.17376993,0.68406627,0.5291304,0.06289781,0.005035888159
6,1.313032,371,4,1.1651604,0.44599869,0.63725366,0.67771729,0.19261694,0.004432583107
6,1.313032,1677,4,1.20425314,0.71161205,0.50581236,0.71875188,0.25870911,0.003711066555
6,1.313032,1612,4,1.64202551,0.73539104,0.92011705,0.44526018,0.30128344,0.008029294324
6,1.313032,3046,4,1.20425314,0.9148644,0.66958384,0.85136474,0.52152767,0.005819034665
6,1.313032,1757,4,1.32967398,0.45988777,0.60949094,0.45317802,0.12702464,0.000239309049
6,1.313032,1715,4,1.35590078,0.66483967,0.7960883,0.74552629,0.3945855,0.004482786927
6,1.313032,392,4,1.18475684,41.24205137,0.55214762,0.56319589,12.82492832,0.001773005378
6,1.313032,1611,4,1.3162977,9.61220564,0.4363634,0.67110209,2.81488053,0.000476693935
6,1.313032,3015,4,1.57103195,1.17506481,0.89626229,0.75968152,0.80007096,0.011939451953
6,1.313032,2963,4,1.54452155,0.84877808,0.69548005,0.73378239,0.43315778,0.006026549416
6,1.313032,1666,4,1.42588879,3.32099056,0.84814283,0.79357578,2.23524454,0.001007652607
6,1.313032,3341,4,1.43945483,0.13825485,0.74084373,0.75333236,0.07716024,0.008257404785
6,1.313032,268,4,1.42871318,1.17979097,0.7612976,0.6768937,0.60796699,0.004060615203
6,1.313032,262,4,1.42588879,2.17524081,0.77615925,0.85458981,1.44283241,0.000458776248
6,1.313032,260,4,1.37191885,0.82411054,0.84642867,0.74635637,0.52062148,0.004690055972
6,1.313032,277,4,1.29215206,4.76851585,0.88267576,0.7064435,2.97345837,0.000715636857
7,2.263739,0,0,0.0,1.27934611,0.80720648,0.80128911,0.82748843,0.646805758636
7,2.263739,28,1,0.59990144,0.32749361,0.8322941,0.79932161,0.21787189,0.298457971529
7,2.263739,14,1,0.46640572,2.1621657,0.66123876,0.71687556,1.02492255,0.212660528754
7,2.263739,9,1,0.50738375,1.86993634,0.64586494,0.91702566,1.10751602,0.265710067797
7,2.263739,1306,1,0.66464053,1.95855222,0.62379764,0.68991338,0.84289495,0.193073694466
7,2.263739,56,1,0.66464053,0.14822745,0.47603846,0.93483988,0.06596414,0.199647596559
7,2.263739,2092,1,0.52876257,3.73269072,0.92316314,0.91833966,3.16449056,0.380335277396
7,2.263739,15,1,0.5434305,0.84214285,0.83273503,0.8368317,0.58685489,0.312629366428
7,2.263739,2,1,0.40262009,5.06815735,0.7835762,0.87524412,3.47584599,0.307677152967
7,2.263739,36,1,0.50673649,1.68479554,0.94691222,0.91044979,1.45248924,0.386767998553
7,2.263739,59,1,0.66464053,0.73124074,0.59710754,0.8132377,0.35508346,0.217848650841
7,2.263739,1,1,0.48928185,0.41995391,0.82961227,0.83926488,0.29239898,0.312362598666
7,2.263739,13,2,0.75040873,0.50292862,0.90193213,0.84446615,0.38305616,0.140370242361
7,2.263739,6,2,0.77707784,1.52576742,0.9072308,0.57736259,0.7991987,0.111782189383
7,2.263739,10,2,0.61137038,6.82417828,0.91633102,0.22192357,1.38773387,0.043397229868
7,2.263739,5,2,0.77707784,5.4403582,0.76235592,0.96215953,3.99054633,0.156534851302
7,2.263739,909,2,0.77707784,1.35889934,0.81754864,0.66687775,0.74087871,0.116349899041
7,2.263739,915,2,0.85852416,0.47368885,0.64609438,0.89254445,0.27316118,0.125045054393
7,2.263739,823,2,0.83617301,0.58082965,0.80879914,0.88136492,0.41404278,0.131375804182
7,2.263739,867,2,0.74232747,4.36351402,0.60584021,0.85378975,2.25707197,0.13876198378
7,2.263739,1043,2,0.77707784,0.34344461,0.62364968,0.47294455,0.10129958,0.062944402202
7,2.263739,967,2,0.75702494,1.65955318,0.78453875,0.810131,1.05477741,0.137819399156
7,2.263739,990,2,0.77707784,0.50659143,0.31780294,0.86879847,0.13987329,0.058922768864
7,2.263739,3812,2,0.84931554,0.29134892,0.90423485,0.74708339,0.19681751,0.178208275729
7,2.263739,1245,2,0.81196141,2.38989515,0.93309642,0.92704174,2.06730549,0.127592055471
7,2.263739,101,2,0.67264304,1.57508875,0.92930619,0.57713602,0.84477691,0.11445721956
7,2.263739,102,2,0.85852416,1.45115203,0.7757259,0.62288156,0.70117541,0.104774228142
7,2.263739,129,2,0.77707784,0.21592674,0.90569085,0.698547,0.13660986,0.135014930238
7,2.263739,682,2,0.70679302,1.60839927,0.74990009,0.78724689,0.94952899,0.125985494587
7,2.263739,39,2,0.81196141,1.58706142,0.7191444,0.69741712,0.79598052,0.073978672087
7,2.263739,835,2,0.62981341,2.68490606,0.65705677,0.32107864,0.56642629,0.031118032694
7,2.263739,33,2,0.83617301,0.17662689,0.5517756,0.89300197,0.08703055,0.090810037548
7,2.263739,1740,2,0.77707784,7.91955158,0.9634064,0.76781202,5.85821123,0.157859462008
7,2.263739,1736,2,0.70150691,3.99275883,0.84859879,0.63620333,2.15561613,0.115213807388
7,2.263739,1484,2,0.93994365,0.12163349,0.8840002,0.4585345,0.04930348,0.054282323022
7,2.263739,1629,2,0.77707784,0.33478642,0.6414979,0.91983914,0.19754906,0.125925390096
7,2.263739,426,2,0.61371667,5.48543493,0.74372927,0.90284044,3.68329877,0.143295338527
7,2.263739,1323,2,0.83617301,0.12205647,0.86371652,0.93056329,0.09810202,0.148127634441
7,2.263739,1345,2,0.93994365,1.46223005,0.45513834,0.61243298,0.40758454,0.03859908545
7,2.263739,1744,2,0.77707784,2.43848754,0.86605067,0.76279978,1.61092158,0.140980823
7,2.263739,237,2,0.67218422,0.56790135,0.66395313,0.52157638,0.19666553,0.073902906311
7,2.263739,242,2,0.72234848,0.85957999,0.87298894,0.84553181,0.6344903,0.16005874031
7,2.263739,365,2,0.7665077,4.08152509,0.80941685,0.55504002,1.83366086,0.097417560142
7,2.263739,356,2,0.70856262,0.2287605,0.60519483,0.95149272,0.1317291,0.10612546953
7,2.263739,143,2,0.81196141,0.34349101,0.83300237,0.76571241,0.21909239,0.094082693825
7,2.263739,161,2,0.81196141,1.16059512,0.87987282,0.87203262,0.89049887,0.113174988113
7,2.263739,300,2,0.77707784,1.14549275,0.46990714,0.7309247,0.39343866,0.073297787777
7,2.263739,280,2,0.68477942,0.19036755,0.92715358,0.7805707,0.13777069,0.106748492051
7,2.263739,176,2,0.89533724,0.19788819,0.8980309,0.72606549,0.12902889,0.134977441927
7,2.263739,2955,2,0.84931554,7.03560313,0.80740821,0.95357162,5.41686252,0.203106594626
7,2.263739,3303,2,0.64790849,15.41526996,0.60911318,0.81548444,7.65710873,0.106003416396
7,2.263739,3313,2,0.714977,0.17870477,0.64347856,0.76817576,0.0883346,0.130398389272
7,2.263739,203,2,0.74005334,2.38373864,0.83633351,0.86370401,1.72188075,0.156500019366
7,2.263739,2587,2,0.93994365,0.80396859,0.39579308,0.76452094,0.24327454,0.040522070159
7,2.263739,88,2,0.70652041,0.42357804,0.83542823,0.67489917,0.23882593,0.1512549188
7,2.263739,80,2,0.67769991,20.50505136,0.68816848,0.54304138,7.66281888,0.079750585884
7,2.263739,4,2,0.67461072,0.24625317,0.91525973,0.90540308,0.20406482,0.176844885729
7,2.263739,3,2,0.67612388,0.53497857,0.8586327,0.91058653,0.41827801,0.166853310319
7,2.263739,49,2,0.77707784,0.30116819,0.61904024,0.76104711,0.14188599,0.100539472797
7,2.263739,40,2,0.81196141,2.3270738,0.71023723,0.6478203,1.07070084,0.067866556203
7,2.263739,55,2,0.74567614,0.56762464,0.71154776,0.86214499,0.3482135,0.12699261985
7,2.263739,58,2,0.77707784,0.68793286,0.77256413,0.73279095,0.38945805,0.120814988999
7,2.263739,67,2,0.71982362,1.99093088,0.86618984,0.48267844,0.83239061,0.089223071692
7,2.263739,16,2,0.69484912,0.50302028,0.551141,0.65949267,0.18283452,0.0536130508
7,2.263739,21,2,0.67408703,0.2424136,0.84073344,0.26152905,0.05330098,0.046922856428
7,2.263739,23,2,0.77707784,0.36700482,0.8531732,0.65027657,0.20361374,0.118397216258
7,2.263739,32,3,0.90306189,0.45472444,0.85070658,0.77778498,0.30087606,0.019916466352
7,2.263739,18,3,0.96154164,2.96954995,0.85650776,0.88062965,2.23983094,0.028048268732
7,2.263739,19,3,0.90306189,6.04305324,0.8576805,0.8136851,4.21733715,0.0210065554
7,2.263739,20,3,1.02254437,9.81062222,0.77330091,0.93534977,7.09609008,0.056079755756
7,2.263739,22,3,0.79662305,2.39498582,0.84827343,0.22385593,0.45478635,0.005715805139
7,2.263739,60,3,0.90306189,1.61011513,0.93524874,0.68026812,1.02438728,0.019150503152
7,2.263739,61,3,1.02254437,1.11001935,0.88278274,0.83428619,0.81752198,0.079963329073
7,2.263739,24,3,1.02254437,0.50510434,0.70388898,0.70187377,0.24954236,0.053639553601
7,2.263739,74,3,0.90306189,0.4878494,0.86630899,0.74102535,0.3131783,0.019323190221
7,2.263739,76,3,1.04929898,0.26329583,0.49618206,0.98507388,0.12869268,0.025079988068
7,2.263739,2905,3,0.94922294,1.31071308,0.90264584,0.79024936,0.93495169,0.039457208325
7,2.263739,193,3,0.94922294,1.85390531,0.58181247,0.87849467,0.94756651,0.028272679518
7,2.263739,3263,3,0.94922294,6.63181437,0.23836039,0.40647205,0.64253551,0.005359318809
7,2.263739,169,3,0.94922294,0.41321063,0.68600205,0.71962116,0.20398622,0.027307010454
7,2.263739,174,3,0.94701988,0.63913996,0.66967445,0.64968243,0.27807428,0.053366446764
7,2.263739,177,3,0.94922294,4.89536172,0.76140063,0.55732041,2.07731793,0.023472697311
7,2.263739,666,3,0.94922294,1.24706181,0.64929544,0.41942071,0.3396098,0.01506388692
7,2.263739,681,3,1.01453491,1.33977277,0.67686688,0.86397389,0.78349284,0.039514097441
7,2.263739,725,3,0.71749024,3.89723435,0.67982344,0.63119631,1.67231124,0.042648482812
7,2.263739,733,3,0.90465197,9.02523314,0.65388635,0.67546487,3.98624026,0.0438983341
7,2.263739,633,3,0.99469894,1.14714428,0.9556614,0.72885488,0.79903012,0.075608467969
7,2.263739,638,3,0.94701988,0.33578997,0.73867102,0.81089782,0.20113373,0.073471791664
7,2.263739,706,3,0.94922294,0.26001112,0.83147974,0.60843333,0.13153962,0.027983980224
7,2.263739,711,3,0.90306189,4.33929109,0.83752819,0.6532216,2.37398929,0.016467698802
7,2.263739,748,3,0.84165559,3.51601916,0.82099697,0.69182835,1.99706015,0.049633098993
7,2.263739,756,3,1.01453491,9.95792865,0.75133802,0.68662415,5.13716429,0.034858013036
7,2.263739,813,3,1.02254437,4.09059026,0.4928827,0.71984378,1.45133547,0.027508402798
7,2.263739,773,3,1.02254437,0.36443603,0.87223794,0.46204369,0.14687211,0.043756240018
7,2.263739,774,3,1.02254437,3.0653616,0.82687435,0.79897657,2.02514105,0.05536117736
7,2.263739,616,3,1.04929898,0.14867258,0.61434017,0.81402737,0.07434963,0.023540444905
7,2.263739,3919,3,1.08573052,0.21893112,0.40291029,0.8249797,0.07277113,0.028828966958
7,2.263739,1040,3,0.94922294,4.97596842,0.51061594,0.73573005,1.86934936,0.020780580467
7,2.263739,1052,3,1.01453491,5.28763246,0.86157743,0.55552495,2.53080765,0.032340450214
7,2.263739,3876,3,0.92818772,4.55228464,0.81482451,0.63414255,2.3522333,0.037991092366
7,2.263739,830,3,0.94922294,0.3573179,0.89554048,0.8369207,0.26780847,0.041458573141
7,2.263739,910,3,1.04929898,1.26520569,0.65133125,0.79261008,0.65316461,0.02648981795
7,2.263739,572,3,0.99469894,0.84872971,0.9531146,0.42029515,0.33999216,0.043483533998
7,2.263739,577,3,0.90306189,0.09868709,0.81149404,0.64196122,0.05141081,0.015680758596
7,2.263739,986,3,1.02254437,0.83078063,0.58704796,0.7756604,0.37829584,0.049438716454
7,2.263739,922,3,0.99639204,0.937502,0.87859512,0.34746873,0.28620467,0.029382311213
7,2.263739,931,3,0.94922294,1.30567286,0.76802713,0.80701769,0.80927103,0.034285022048
7,2.263739,945,3,0.98159786,0.3077299,0.86482229,0.65001024,0.17298831,0.062407588361
7,2.263739,1004,3,1.02254437,0.74080988,0.8544725,0.85518898,0.54133606,0.058970815736
7,2.263739,544,3,0.94922294,3.66260697,0.83188882,0.89320314,2.72148437,0.041101752933
7,2.263739,558,3,0.83969281,0.81446496,0.87904214,0.7677447,0.54966606,0.020314187898
7,2.263739,994,3,0.94922294,0.36433157,0.57817063,0.62642428,0.13195365,0.020034081262
7,2.263739,3210,3,0.90306189,3.47169479,0.52304357,0.72224354,1.31148422,0.011370890411
7,2.263739,165,3,0.94922294,1.95235366,0.35323619,0.87136639,0.60093083,0.017025928718
7,2.263739,3348,3,0.97020792,2.07438797,0.60025292,0.77590758,0.96612709,0.040698251891
7,2.263739,2703,3,1.02254437,1.58914889,0.83065325,0.71592196,0.94503967,0.064566527891
7,2.263739,3311,3,0.92818772,1.58077092,0.58466383,0.94699353,0.87522996,0.040708400072
7,2.263739,3324,3,0.79685627,3.11465268,0.67967248,0.79973406,1.69299198,0.011731899751
7,2.263739,219,3,0.90306189,1.11418981,0.60259713,0.6393286,0.42925007,0.011596425303
7,2.263739,226,3,0.94922294,0.53764701,0.90110852,0.64134894,0.31071964,0.031968061048
7,2.263739,1279,3,1.04929898,0.51510424,0.72212549,0.57207476,0.2127946,0.032428499842
7,2.263739,1297,3,1.04929898,1.01737879,0.94352564,0.79285513,0.76107985,0.066203677464
7,2.263739,1339,3,0.94922294,1.58511534,0.77828629,0.90091951,1.11144056,0.038785571013
7,2.263739,465,3,0.94922294,0.35574689,0.72918335,0.86400347,0.22412657,0.034849539623
7,2.263739,472,3,0.94922294,0.5306296,0.68293028,0.76413716,0.27691033,0.028866392375
7,2.263739,488,3,0.99469894,1.23330694,0.88762262,0.82844561,0.90690863,0.079821096672
7,2.263739,1058,3,0.99639204,0.70454477,0.95680956,0.58590591,0.39496806,0.053955388009
7,2.263739,1079,3,0.94922294,0.09648464,0.68053246,0.43137973,0.02832479,0.016238779977
7,2.263739,3854,3,1.02254437,0.50259295,0.77446629,0.70619617,0.27488071,0.059381321698
7,2.263739,3855,3,0.7989456,0.46976403,0.39661226,0.44887834,0.0836324,0.005358802227
7,2.263739,1129,3,1.04929898,1.72662889,0.85349975,0.77683631,1.14480607,0.03121042376
7,2.263739,1168,3,1.02254437,3.20266736,0.73436546,0.75739671,1.78134276,0.060388972433
7,2.263739,1449,3,0.83800718,0.64612922,0.77650825,0.40815438,0.20478112,0.030296455816
7,2.263739,1450,3,0.94922294,0.7630754,0.3613903,0.7181931,0.19805471,0.014356961515
7,2.263739,1461,3,1.04929898,4.76781783,0.69747657,0.64471614,2.14396564,0.039795387355
7,2.263739,1493,3,0.91564838,1.70575812,0.27849762,0.49126652,0.23337595,0.002952988282
7,2.263739,1216,3,0.90306189,0.15522499,0.38091881,0.61553141,0.03639521,0.00705757624
7,2.263739,1176,3,1.02254437,0.50242749,0.76094931,0.66320731,0.25355865,0.054793243202
7,2.263739,204,3,0.94922294,1.14527736,0.55493285,0.81813171,0.51996527,0.025113571485
7,2.263739,2515,3,0.90465197,0.80027939,0.70568962,0.80932177,0.45706354,0.05676464801
7,2.263739,3455,3,0.94922294,2.79126769,0.84536661,0.82670531,1.95073064,0.038658111491
7,2.263739,2595,3,0.82496827,0.56442142,0.59304487,0.73379223,0.24562024,0.034775719724
7,2.263739,3360,3,0.92818772,0.66489121,0.94000857,0.87756494,0.5484811,0.060651546148
7,2.263739,2545,3,1.02254437,0.65138596,0.89492,0.88582015,0.51637851,0.086069988789
7,2.263739,2658,3,1.02254437,0.8374834,0.84170268,0.81497756,0.57448748,0.075107951077
7,2.263739,2677,3,1.02254437,0.36012743,0.80548669,0.69333274,0.20112047,0.060634815477
7,2.263739,235,3,0.8252671,0.247843,0.47861303,0.67009377,0.07948712,0.017740461667
7,2.263739,1561,3,1.06814434,4.60593543,0.85606379,0.93376084,3.68179523,0.072839693168
7,2.263739,1616,3,1.08573052,0.13268984,0.81087671,0.40952224,0.04406259,0.024132244741
7,2.263739,1654,3,0.99639204,1.39505307,0.54007055,0.26294975,0.19811346,0.013667991092
7,2.263739,408,3,0.94561921,1.01060179,0.86267567,0.65747378,0.57319983,0.045027736481
7,2.263739,413,3,1.01453491,0.33824322,0.79515102,0.61941148,0.16659347,0.033279520148
7,2.263739,414,3,0.86109723,0.7112123,0.75479755,0.43367283,0.23280481,0.022117746329
7,2.263739,1378,3,0.91564838,0.78675817,0.85074932,0.45431269,0.30408692,0.008342179832
7,2.263739,3832,3,0.94922294,1.39715291,0.87842126,0.7619143,0.93508891,0.037021480684
7,2.263739,1742,3,0.99469894,2.70770225,0.8164773,0.83644958,1.84920384,0.074132596331
7,2.263739,1745,3,1.01453491,9.85456114,0.78282622,0.27597398,2.12897613,0.014597607689
7,2.263739,384,3,0.94701988,0.85706694,0.83108541,0.52550263,0.37431334,0.053570289732
7,2.263739,398,3,0.94922294,0.29901342,0.75092785,0.76043943,0.17074717,0.031586947222
7,2.263739,3709,3,0.81604505,0.22043948,0.93945158,0.69689015,0.14432053,0.048135947511
7,2.263739,1801,3,1.02254437,1.56902211,0.68189907,0.52998089,0.56703435,0.039569618281
7,2.263739,1770,3,0.97020792,3.8114056,0.61047143,0.69630626,1.62013353,0.037144722751
7,2.263739,1780,3,0.90306189,0.67763043,0.75805587,0.6839943,0.35135537,0.015607259
7,2.263739,1524,3,0.9452929,0.27493627,0.86615119,0.72064351,0.17161144,0.031995333394
7,2.263739,1489,3,1.04929898,1.2090132,0.53131993,0.80442807,0.51674271,0.021931118599
7,2.263739,1585,3,0.91564838,0.16033037,0.62574669,0.45194743,0.04534217,0.006103930159
7,2.263739,1797,3,0.94922294,4.7695856,0.58259843,0.83483689,2.31980559,0.026903932175
7,2.263739,1863,3,0.84708138,2.86455081,0.81309873,0.74167983,1.72749294,0.065461368697
7,2.263739,366,3,0.94922294,0.46917824,0.98047211,0.50027119,0.23013284,0.027132233965
7,2.263739,1905,3,1.02254437,0.50322598,0.7306923,0.7370589,0.27101903,0.043462396984
7,2.263739,3627,3,0.99469894,2.15020901,0.7822896,0.88476541,1.48825164,0.075131320515
7,2.263739,1930,3,0.99639204,0.46628521,0.53126457,0.48087642,0.1191231,0.024588145116
7,2.263739,1943,3,1.04929898,0.18915472,0.71153626,0.54134981,0.07286051,0.018131835719
7,2.263739,1951,3,1.02254437,0.36225213,0.56505953,0.819986,0.16784623,0.050732025064
7,2.263739,3685,3,0.94922294,0.7822468,0.61871853,0.6312888,0.30553784,0.021605584453
7,2.263739,2347,3,0.99469894,0.69924497,0.81557633,0.66566014,0.37961776,0.058930821999
7,2.263739,2428,3,1.08573052,3.30776313,0.6879704,0.79245132,1.80333639,0.0472846088
7,2.263739,282,3,0.83969281,1.98685539,0.48068817,0.94437091,0.90192887,0.013664035296
7,2.263739,291,3,0.94922294,1.89293292,0.97012326,0.77353496,1.42050278,0.041509899332
7,2.263739,2456,3,1.02254437,1.09467765,0.62724408,0.70200353,0.48201673,0.03615998906
7,2.263739,3424,3,0.92818772,1.7728892,0.78192846,0.84417081,1.17025079,0.048531995416
7,2.263739,3227,3,0.8012739,3.52300355,0.92720808,0.67711728,2.21184244,0.013550776203
7,2.263739,155,3,0.90306189,0.60269789,0.74064687,0.67198703,0.29996581,0.01498114562
7,2.263739,157,3,1.04929898,6.24142145,0.68850044,0.77277076,3.32076707,0.027300611231
7,2.263739,160,3,0.96154164,0.85290305,0.83255337,0.82796565,0.5879279,0.025633378892
7,2.263739,139,3,0.84695612,1.0481538,0.88396369,0.72019151,0.66727897,0.039397669096
7,2.263739,3126,3,0.84390312,1.22304798,0.69448637,0.77858011,0.66131827,0.052041339033
7,2.263739,137,3,0.90306189,5.61575033,0.66536388,0.5600339,2.09257642,0.011216218941
7,2.263739,3663,3,0.92818772,9.17012173,0.59929938,0.81500276,4.47896851,0.035911513206
7,2.263739,3668,3,0.86032701,5.16967773,0.58293645,0.79583142,2.39831245,0.045167731229
7,2.263739,1973,3,0.94922294,0.39055043,0.7387552,0.35534037,0.10252322,0.01452077902
7,2.263739,2047,3,0.94922294,5.28547514,0.73059389,0.90661838,3.50093939,0.036639148709
7,2.263739,2081,3,0.90465197,0.2247315,0.94707904,0.8165981,0.17380351,0.076866585586
7,2.263739,2025,3,0.94922294,1.62944106,0.93344939,0.92077323,1.40049678,0.047543185483
7,2.263739,341,3,0.90306189,0.27263602,0.93427676,0.64610602,0.16457451,0.018169889171
7,2.263739,346,3,1.02254437,4.78754312,0.63589761,0.74075649,2.2551496,0.044111861967
7,2.263739,349,3,1.02254437,0.3312825,0.40014011,0.85656044,0.11354515,0.037212776493
7,2.263739,2136,3,0.90465197,0.90472726,0.6581169,0.78430524,0.46698813,0.051301629741
7,2.263739,3054,3,0.94561921,0.98638613,0.53355957,0.90481719,0.47620145,0.038326387314
7,2.263739,3018,3,1.00738959,1.42750374,0.79529349,0.66134704,0.75081699,0.050278015231
7,2.263739,3022,3,1.01453491,0.91382339,0.80349492,0.92927496,0.68232241,0.05045167064
7,2.263739,3492,3,0.88914984,0.22231285,0.7199677,0.83588455,0.13379007,0.033289258902
7,2.263739,2196,3,1.02254437,2.10606023,0.88083047,0.94970333,1.76177757,0.073064182346
7,2.263739,308,3,0.94922294,1.73712245,0.60433531,0.80407616,0.84412272,0.026879425033
7,2.263739,312,3,1.08573052,0.69410262,0.71121431,0.3336915,0.16472872,0.017246899774
7,2.263739,315,3,0.94922294,3.61632163,0.42272918,0.89780401,1.37249515,0.020993680662
7,2.263739,317,3,0.9452929,0.50112846,0.91742376,0.6327899,0.29092336,0.029757879197
7,2.263739,318,3,0.88914984,1.14098151,0.52279809,0.4181006,0.24939824,0.012090927095
7,2.263739,320,3,0.94922294,1.26358058,0.37165941,0.42834172,0.20115853,0.008806033367
7,2.263739,2312,3,0.79551816,0.19456087,0.74251819,0.74981341,0.10832178,0.012016648654
7,2.263739,304,3,1.08573052,4.40487977,0.80187605,0.89496154,3.16115414,0.05215272652
7,2.263739,1986,3,1.02254437,1.01804865,0.79833855,0.75878632,0.61670167,0.065770110799
7,2.263739,63,3,0.90306189,2.40574667,0.62783556,0.52256534,0.78928963,0.009875508097
7,2.263739,68,3,0.90306189,0.30279698,0.4702101,0.5536233,0.07882389,0.007835726166
7,2.263739,52,3,0.90306189,0.59553551,0.74271189,0.62933866,0.2783636,0.014069469681
7,2.263739,44,3,0.7754653,4.51906521,0.62621917,0.87656154,2.48060366,0.01652272655
7,2.263739,90,3,0.94922294,8.93697828,0.74029132,0.9087169,6.01204141,0.037211405827
7,2.263739,91,3,0.82805519,0.62487851,0.66526307,0.54065788,0.22475613,0.019895770718
7,2.263739,92,3,0.90306189,0.10192526,0.94123087,0.83180986,0.07979984,0.023566396002
7,2.263739,95,3,0.80321138,4.79638338,0.55002396,0.67879485,1.79074618,0.011238105073
8,3.902809,0,0,0.0,2.40510136,0.84712611,0.88037294,1.79369309,0.745786899384
8,3.902809,152,1,0.50618744,1.02967431,0.65155874,0.31715646,0.21277814,0.122680122289
8,3.902809,46,1,0.33855875,3.72045118,0.58728205,0.83105109,1.81580857,0.289748715011
8,3.902809,337,1,0.50618744,0.60910151,0.65007665,0.93710058,0.37105685,0.361657803152
8,3.902809,34,1,0.4759974,0.91959668,0.89163653,0.87827411,0.72013734,0.464905840028
8,3.902809,1,1,0.4167506,0.90380599,0.79154009,0.67899988,0.48575561,0.319072725401
8,3.902809,5,1,0.33781025,5.83273834,0.77385105,0.72736715,3.2830958,0.334162821363
8,3.902809,6,1,0.38310146,0.72108834,0.60627535,0.3837672,0.16777461,0.138128988025
8,3.902809,10,1,0.35148701,0.08212412,0.76577471,0.71901274,0.04521769,0.326877235394
8,3.902809,20,1,0.39986925,0.23429218,0.28730217,0.72915883,0.04908161,0.124367847707
8,3.902809,21,1,0.38028371,1.71567041,0.86488461,0.39777386,0.5902395,0.204240315917
8,3.902809,15,2,0.65567278,0.63154546,0.58252156,0.66955973,0.24632356,0.099065704177
8,3.902809,11,2,0.49994159,3.119346,0.80141873,0.84516503,2.11283,0.172037453359
8,3.902809,7,2,0.49033027,0.26068519,0.90785506,0.42538804,0.10067419,0.102728805465
8,3.902809,31,2,0.63481687,0.65307871,0.72449915,0.94314774,0.44625504,0.075133696825
8,3.902809,131,2,0.52360725,0.11643539,0.85047722,0.21071911,0.0208666,0.04133523802
8,3.902809,126,2,0.49571396,0.9690874,0.78413,0.6843471,0.52002886,0.123770838866
8,3.902809,2,2,0.53827703,0.27788606,0.81318767,0.81338635,0.18380378,0.168000147992
8,3.902809,52,2,0.53579979,0.6267422,0.40193046,0.73123019,0.18420184,0.032316340896
8,3.902809,24,2,0.52684149,1.56167507,0.59233491,0.88821431,0.82162902,0.13995084894
8,3.902809,710,2,0.65567278,0.38678723,0.59875907,0.9278508,0.21488316,0.141108198708
8,3.902809,332,2,0.65567278,1.77268673,0.58472695,0.85095635,0.88204835,0.126381176866
8,3.902809,415,2,0.6089727,0.34509246,0.86505036,0.87616128,0.26155373,0.174815238229
8,3.902809,1075,2,0.60855689,0.39331374,0.7971657,0.39272095,0.12313224,0.083276624503
8,3.902809,1888,2,0.64507452,0.47287317,0.45836177,0.83935776,0.18192826,0.038088680604
8,3.902809,739,2,0.48429032,19.75075623,0.90941906,0.55974025,10.05389444,0.135406975885
8,3.902809,3761,2,0.60855689,3.26187216,0.67054459,0.54144866,1.18427314,0.096577373577
8,3.902809,476,2,0.63312039,2.42845069,0.85309794,0.6399871,1.32586529,0.088765438659
8,3.902809,2149,2,0.60855689,1.45790822,0.80797482,0.53644201,0.63190355,0.115295154898
8,3.902809,1784,2,0.63312039,0.20423844,0.91850388,0.65975357,0.12376568,0.098522751856
8,3.902809,173,2,0.52328698,1.12425169,0.82284123,0.66923469,0.61909606,0.146482228833
8,3.902809,297,2,0.60855689,1.3887644,0.65228727,0.86957012,0.78772039,0.150880794344
8,3.902809,2535,2,0.65567278,2.2650961,0.51205,0.9247585,1.07257418,0.120271493262
