# SIMULATED DATA — generated by swarm-lmd/swarm.py, seed 20260813. Evidence about this model, NOT about the world.
swarm,J,agent,depth,R_from_root,U,d_enc,d_dec,E_UDD,fidelity
19,2.263739,1137,4,0.96910884,0.65836703,0.9175127,0.79190448,0.47835791,0.006889117387
19,2.263739,1139,4,0.96910884,0.25548432,0.73432637,0.66913483,0.12553563,0.004658879295
19,2.263739,2807,4,1.06420139,0.94447703,0.62741295,0.67432997,0.39959251,0.00193415667
19,2.263739,2575,4,1.06570794,1.13105208,0.52713281,0.92818899,0.55339988,0.012343693734
19,2.263739,2577,4,1.09302465,0.81733582,0.78070202,0.45381683,0.28957858,0.007496597017
19,2.263739,2790,4,1.11754468,0.62463426,0.62374649,0.47695611,0.18582851,0.001427162295
19,2.263739,1122,4,0.90403305,0.42692227,0.42367574,0.66254255,0.11983845,0.007158604577
19,2.263739,888,4,0.89486137,2.55437304,0.69378229,0.73478502,1.30217041,0.011901031427
19,2.263739,2883,4,1.06570794,0.23422911,0.66799986,0.6348543,0.09933249,0.010698899515
19,2.263739,1514,4,1.04843202,1.10916601,0.37562647,0.52285157,0.21783675,0.001692363951
19,2.263739,1403,4,0.90403305,1.47687191,0.84223247,0.33973741,0.422589,0.007297201922
19,2.263739,629,4,0.80615422,0.11463005,0.53043975,0.69318866,0.04214888,0.009377099216
19,2.263739,638,4,0.95809551,1.70514176,0.5936056,0.56906881,0.57600104,0.004656357777
19,2.263739,3521,4,1.16363504,0.36619609,0.9220206,0.83205346,0.28093481,0.010507598739
19,2.263739,3527,4,0.81382229,13.91853203,0.91194036,0.89326245,11.33806517,0.02077430582
19,2.263739,1933,4,1.11754468,0.44180097,0.37984961,0.70720642,0.11868192,0.001288678867
19,2.263739,3628,4,1.11754468,0.1009927,0.89274138,0.73302103,0.06608944,0.003139271881
19,2.263739,448,4,1.10247235,2.28052745,0.59196804,0.69152187,0.93355408,0.011499150679
19,2.263739,465,4,1.09302465,2.28573183,0.90669189,0.51646203,1.07034407,0.008781536127
19,2.263739,503,4,1.04843202,2.80016218,0.66950931,0.91453697,1.71451415,0.005276149012
19,2.263739,504,4,0.84801732,0.33362528,0.79250293,0.91774179,0.24265002,0.011192985551
19,2.263739,2014,4,1.10247235,10.22629377,0.95582979,0.86905535,8.4946651,0.023334020908
19,2.263739,394,4,1.00720995,0.70766809,0.78939671,0.43957284,0.24555895,0.00098281353
19,2.263739,664,4,1.10247235,6.4021587,0.66941407,0.83051727,3.55934379,0.01561726888
19,2.263739,665,4,0.95377571,0.18073927,0.78727462,0.62562498,0.08902108,0.003463093418
19,2.263739,3275,4,0.89126526,1.53734447,0.9153894,0.82720723,1.16410295,0.006118102733
19,2.263739,2190,4,0.89020481,6.34152704,0.54323588,0.92578977,3.18929485,0.007299807125
19,2.263739,1318,4,1.00325937,0.67181159,0.41379499,0.72896796,0.20264746,0.008560442547
19,2.263739,1323,4,1.0472997,0.22123317,0.85300643,0.72103922,0.1360697,0.006982374862
19,2.263739,1337,4,0.82469959,0.29114207,0.92634336,0.84042167,0.22665964,0.019854101567
19,2.263739,517,4,0.96910884,2.22591877,0.8689516,0.55172038,1.0671462,0.004545621901
19,2.263739,1829,4,1.09302465,0.59226762,0.83233882,0.82752483,0.40794271,0.017640380089
19,2.263739,1844,4,1.12767586,1.76365557,0.64718415,0.71673108,0.81808397,0.005515929051
19,2.263739,1847,4,1.09302465,0.71599197,0.64578579,0.80543592,0.3724154,0.013321288429
19,2.263739,1878,4,1.09302465,1.58533095,0.79512968,0.79564146,1.00294082,0.01620250339
19,2.263739,1591,4,1.09302465,0.17444682,0.60963009,0.81009365,0.08615186,0.013125377592
19,2.263739,873,4,0.90403305,2.16258746,0.51110439,0.69421757,0.76732419,0.009048700572
19,2.263739,242,4,1.0640148,0.50336564,0.94080893,0.93477275,0.44268117,0.007368986616
19,2.263739,3845,4,0.96944859,1.75325201,0.93397132,0.83994325,1.37539622,0.022036624281
19,2.263739,1786,4,0.90403305,0.25258958,0.74375841,0.90007517,0.16909318,0.017072285875
19,2.263739,2435,4,1.17175536,0.51773839,0.86805222,0.89934047,0.40418515,0.019736771043
19,2.263739,934,4,0.96910884,0.48032045,0.80306192,0.59415107,0.22918015,0.004524021037
19,2.263739,2818,4,0.91600185,0.58944659,0.46034132,0.91790193,0.24906959,0.003431078956
19,2.263739,2981,4,1.1223789,1.9929586,0.90431215,0.625285,1.12692407,0.008089762953
19,2.263739,1219,4,0.90718626,1.34489828,0.98129557,0.73598143,0.97130614,0.008198958075
19,2.263739,274,4,1.11754468,0.55745038,0.62921128,0.88020968,0.30873712,0.002656864879
19,2.263739,284,4,0.9658503,1.19107153,0.84767476,0.63363968,0.63974877,0.002403931669
19,2.263739,3014,4,1.12767586,2.5931839,0.6699912,0.83457977,1.45000756,0.002915614184
19,2.263739,3255,4,1.09302465,5.47288245,0.62396314,0.61258579,2.09190508,0.010158650905
19,2.263739,2157,4,1.06420139,0.36336129,0.59744425,0.65576121,0.14235797,0.001791054597
19,2.263739,687,4,0.90403305,2.18481555,0.27166603,0.94713711,0.56216392,0.006561893794
19,2.263739,3190,4,1.06644236,1.09888096,0.89859555,0.75744646,0.74794016,0.019582461464
19,2.263739,3196,4,1.12767586,0.94381584,0.44172863,0.85859229,0.35795612,0.00197758719
19,2.263739,327,4,1.11754468,3.38488495,0.86457515,0.73419161,2.14860251,0.003045082039
19,2.263739,329,4,1.11754468,5.20755206,0.86676805,0.87409409,3.94543321,0.00363452705
19,2.263739,1556,4,1.06570794,2.34098368,0.91164812,0.48187353,1.02839203,0.011082787103
19,2.263739,1280,4,1.11580798,2.50598568,0.81788807,0.45412498,0.93078172,0.002382495018
19,2.263739,1295,4,0.97098446,1.03258221,0.87053867,0.42930824,0.38590635,0.005751509548
19,2.263739,2126,4,1.18837537,6.33166702,0.9443008,0.94118363,5.62733524,0.023140261016
19,2.263739,640,4,0.90403305,6.78520859,0.87076269,0.68594264,4.05275935,0.015232409925
19,2.263739,3370,4,1.11580798,1.18157256,0.71135427,0.69263969,0.58217522,0.002103633454
19,2.263739,3341,4,1.11754468,0.18778875,0.7388757,0.83520404,0.11588669,0.002960402733
19,2.263739,1750,4,0.89020481,1.54216365,0.82815102,0.46284918,0.59112524,0.005563647443
19,2.263739,1751,4,1.09302465,0.97709711,0.60992955,0.49657719,0.29594034,0.005679875365
19,2.263739,3833,4,1.11754468,0.75595594,0.63032125,0.73584363,0.35062587,0.002225022002
19,2.263739,854,4,1.00720995,0.32667284,0.94733881,0.4796207,0.14842815,0.001286910101
19,2.263739,2457,4,1.06570794,2.58691108,0.6449521,0.81152891,1.35398221,0.013204444494
19,2.263739,1195,4,0.96910884,3.43925134,0.23757537,0.76254466,0.62306107,0.001717692413
19,2.263739,1199,4,1.11754468,0.84470847,0.84260428,0.82406307,0.58653099,0.003330971726
19,2.263739,1254,4,0.90403305,1.83975331,0.80326879,0.69707699,1.03015182,0.014279817135
19,2.263739,2291,4,0.95377571,5.83494544,0.63597232,0.47495485,1.76249274,0.002123803906
19,2.263739,2301,4,1.06570794,0.61433393,0.62248109,0.69903451,0.26731866,0.010977752913
19,2.263739,726,4,1.00720995,0.34347586,0.64419395,0.68689807,0.15198655,0.001253296702
19,2.263739,739,4,1.16363504,1.20238741,0.56601262,0.72582632,0.49397305,0.005626916305
19,2.263739,3001,4,1.16363504,1.70236191,0.40097488,0.85106234,0.58093887,0.004674015641
19,2.263739,3002,4,0.8494317,7.60037785,0.52882137,0.9314705,3.74380557,0.003463394643
19,2.263739,780,4,0.96910884,2.49617401,0.81359543,0.94140612,1.9118789,0.007262133355
19,2.263739,3043,4,0.88560737,2.13810613,0.73976202,0.58713454,0.92866466,0.018511367372
19,2.263739,1100,4,0.90403305,0.19634749,0.93574427,0.78610143,0.14443123,0.018759305789
19,2.263739,971,4,0.9658503,1.87368075,0.45869482,0.68504925,0.58876397,0.001406358796
19,2.263739,986,4,1.0472997,0.56664487,0.69829788,0.63934469,0.25298033,0.005068363514
19,2.263739,174,4,0.95868923,0.47286867,0.7899453,0.59478013,0.2221744,0.002253929388
19,2.263739,182,4,1.16363504,1.87255695,0.54347882,0.58130154,0.59158769,0.005177261131
19,2.263739,1072,4,1.07189204,0.50463388,0.33615062,0.60907101,0.10331854,0.005892429504
19,2.263739,1074,4,0.81016409,0.37577349,0.78661366,0.75727444,0.22384166,0.015191329744
19,2.263739,2629,4,0.82469959,0.82145287,0.83631873,0.84942733,0.58355353,0.018116698567
19,2.263739,692,4,1.0472997,1.19991794,0.7170546,0.82335195,0.70841752,0.006702390321
19,2.263739,695,4,1.03326371,1.85789388,0.56805469,0.79113377,0.83495098,0.003631086876
19,2.263739,697,4,0.90403305,0.85618565,0.86783051,0.51360213,0.38161872,0.011366918215
19,2.263739,3238,4,0.91026318,0.76997032,0.53270084,0.65199097,0.26742312,0.008904539858
19,2.263739,3240,4,1.06420139,0.20381476,0.71479031,0.52345645,0.07625966,0.001710507266
19,2.263739,1909,4,1.11754468,0.58748966,0.86202077,0.4176022,0.21148557,0.00172690058
19,2.263739,3578,4,0.84272994,1.88867264,0.76275476,0.59523447,0.85749124,0.003192249894
19,2.263739,82,4,1.03934612,1.14717215,0.6124996,0.7880805,0.55373884,0.009418503679
19,2.263739,3585,4,1.02988209,0.35580925,0.86873836,0.83259301,0.25735878,0.034944008653
19,2.263739,1943,4,1.03934612,3.68503159,0.86755995,0.80703802,2.58008909,0.013661519477
19,2.263739,1947,4,0.87167295,2.82128293,0.89185261,0.60811268,1.530114,0.012661298493
19,2.263739,1476,4,1.11754468,1.88812698,0.8458165,0.44840312,0.7161038,0.001819414326
19,2.263739,126,4,0.84471055,0.2684643,0.52841491,0.66548114,0.09440551,0.001573842679
19,2.263739,1043,4,1.16363504,0.3015179,0.74892992,0.64835185,0.14640808,0.006650641768
19,2.263739,3963,4,1.11580798,0.74868908,0.69445332,0.74549788,0.38760643,0.005635847412
19,2.263739,75,4,1.16363504,0.67647295,0.90587932,0.43182458,0.26462334,0.005357834933
20,3.902809,0,0,0.0,1.72599837,0.88759007,0.58173507,0.89120592,0.516342272817
20,3.902809,44,1,0.40407179,1.39104491,0.77813616,0.78293599,0.8474674,0.250410106205
20,3.902809,989,1,0.50618744,0.45844134,0.72658838,0.70761404,0.23570493,0.211326953854
20,3.902809,3596,1,0.50618744,0.15271773,0.78867807,0.79358134,0.09558301,0.257253453928
20,3.902809,1165,1,0.43015287,0.50036673,0.77164057,0.91481603,0.35321346,0.290147491227
20,3.902809,37,1,0.36907045,8.64143662,0.86268567,0.88764664,6.61726681,0.314747795399
20,3.902809,270,1,0.50618744,0.36628201,0.80698257,0.79935488,0.23627587,0.265139104773
20,3.902809,39,1,0.35767171,5.19855042,0.8141702,0.87585247,3.70704983,0.29310023272
20,3.902809,1,1,0.44104058,0.54801078,0.52168306,0.70517586,0.20160127,0.151207790675
20,3.902809,2,1,0.36195177,3.53110828,0.71465604,0.3829553,0.96639836,0.112490318749
20,3.902809,56,2,0.53283318,0.64493282,0.72477385,0.48023865,0.22447817,0.081209737845
20,3.902809,3938,2,0.61980221,1.14971911,0.6464113,0.52846083,0.39274756,0.079702184388
20,3.902809,55,2,0.5098276,1.56893577,0.66102195,0.72526025,0.75216813,0.09556391429
20,3.902809,41,2,0.61980221,2.48916383,0.55307739,0.8296432,1.14216998,0.10705963061
20,3.902809,2125,2,0.62644929,0.64728801,0.74320284,0.81291126,0.3910642,0.151371987306
20,3.902809,119,2,0.62644929,0.19262692,0.53934301,0.4260448,0.04426264,0.057572532451
20,3.902809,1053,2,0.56551989,0.27862328,0.39172024,0.93371847,0.10190825,0.091640398882
20,3.902809,227,2,0.56166812,2.7118055,0.83312171,0.71569849,1.61695187,0.053393208729
20,3.902809,931,2,0.62228194,1.47829625,0.80345557,0.79887483,0.94885986,0.057476202348
20,3.902809,442,2,0.61980221,0.47710059,0.71134765,0.76438612,0.25942071,0.126865394458
20,3.902809,1987,2,0.62644929,3.34856267,0.73007637,0.86562682,2.1162035,0.158341229337
20,3.902809,762,2,0.62644929,3.38448049,0.82836882,0.89686489,2.51444871,0.186142602355
20,3.902809,140,2,0.62644929,0.34266986,0.92841915,0.66954384,0.21300952,0.155746439698
20,3.902809,372,2,0.61980221,3.72454207,0.92825004,0.50498257,1.74587944,0.109367893641
20,3.902809,482,2,0.62644929,5.27732968,0.51856613,0.85482559,2.33935368,0.11106486028
20,3.902809,136,2,0.62644929,0.30842892,0.93598527,0.78604462,0.22691923,0.184336452049
20,3.902809,135,2,0.62644929,3.45435759,0.75777199,0.38061016,0.99629102,0.072262658516
20,3.902809,147,2,0.56088159,1.32980106,0.56985778,0.81711687,0.61920911,0.10864234711
20,3.902809,758,2,0.62644929,4.06301698,0.32198482,0.87833156,1.14905953,0.07085800237
20,3.902809,780,2,0.62644929,2.32344089,0.66619321,0.53874479,0.8339018,0.089924555069
20,3.902809,541,2,0.49810542,2.67734774,0.44606265,0.66733318,0.79697255,0.074581926034
20,3.902809,57,2,0.57863577,5.98003307,0.50775653,0.7697934,2.33740135,0.077913708353
20,3.902809,319,2,0.62644929,0.94560568,0.87616386,0.58056231,0.48099908,0.127446873314
20,3.902809,337,2,0.61980221,2.32883104,0.78581807,0.93123156,1.70418869,0.170737209232
20,3.902809,1572,2,0.61980221,0.67632746,0.60163338,0.84039462,0.34195756,0.117967850404
20,3.902809,1636,2,0.62644929,1.93321958,0.93895527,0.59387651,1.07800861,0.139712756604
20,3.902809,1544,2,0.62644929,0.29463639,0.52388932,0.67449654,0.10411317,0.088534855204
20,3.902809,81,2,0.61980221,0.18293052,0.5669424,0.52070892,0.05400328,0.068878301863
20,3.902809,74,2,0.52558578,1.09732844,0.69589999,0.75786084,0.57872591,0.123050894599
20,3.902809,76,2,0.62644929,4.47152605,0.77722529,0.64099517,2.22770381,0.124823597783
20,3.902809,98,2,0.64768799,0.18811758,0.7487061,0.93025726,0.13102188,0.138834887063
20,3.902809,101,2,0.56270908,3.72705343,0.35367953,0.5110882,0.67370752,0.016186510762
20,3.902809,3,2,0.5449233,1.07103724,0.70481992,0.64124324,0.48406708,0.040471419752
20,3.902809,70,2,0.62228194,0.56985688,0.4306227,0.77805108,0.19092853,0.030002157721
20,3.902809,96,2,0.53373491,1.88698059,0.81267918,0.92253212,1.41471208,0.067134860939
20,3.902809,3130,2,0.61980221,2.4458065,0.85545164,0.81490906,1.70500911,0.162649634084
20,3.902809,302,2,0.61980221,1.98092685,0.82900577,0.88505334,1.45343441,0.17118885273
20,3.902809,294,2,0.56395382,5.85018418,0.3600065,0.79056355,1.66500933,0.0713086387
20,3.902809,340,2,0.58050067,1.42831782,0.43502927,0.64937234,0.40349403,0.056311413661
20,3.902809,1274,2,0.62644929,3.70511635,0.94172119,0.52924959,1.84665055,0.124875685076
20,3.902809,326,2,0.55512541,0.85937275,0.79666421,0.75781926,0.51882695,0.151264131546
20,3.902809,322,2,0.62644929,0.2111325,0.40754942,0.72629041,0.06249506,0.074162712588
20,3.902809,257,2,0.64768799,0.52951786,0.75408714,0.68170184,0.27220532,0.102470809417
20,3.902809,280,2,0.62644929,1.72463787,0.34948523,0.69286265,0.41761289,0.060669579924
20,3.902809,300,2,0.61980221,1.54093271,0.89313626,0.62099049,0.85464616,0.1294050283
20,3.902809,1433,2,0.53362011,1.55911217,0.65673155,0.33222543,0.34017165,0.054665807488
20,3.902809,1284,2,0.55574225,2.22357837,0.42347731,0.90689322,0.85396239,0.089605524101
20,3.902809,18,2,0.53427635,0.80063754,0.64644027,0.65822033,0.34067138,0.038101946499
20,3.902809,15,2,0.58696722,1.21827206,0.62457705,0.78193168,0.59497555,0.043732298188
20,3.902809,13,2,0.50644311,0.58228543,0.83127334,0.78674127,0.38081295,0.058562991036
20,3.902809,22,2,0.55619667,5.32813649,0.58902982,0.58269082,1.82873509,0.03073427135
20,3.902809,89,2,0.62644929,2.08900167,0.54103321,0.72262882,0.81672903,0.09795671624
20,3.902809,8,2,0.58696722,1.55612614,0.49780002,0.56335911,0.43640029,0.025112369885
20,3.902809,5,2,0.51537921,3.51645696,0.49002415,0.6761678,1.16513776,0.03988214012
20,3.902809,4,2,0.62228194,0.85735724,0.69788274,0.84785735,0.50730257,0.052984972115
20,3.902809,470,3,0.7578058,0.05873012,0.87342022,0.69836625,0.03582345,0.034624295794
20,3.902809,872,3,0.73494008,0.31420727,0.95110961,0.77828242,0.23258625,0.047852895292
20,3.902809,459,3,0.80023778,1.2483677,0.90167472,0.9683171,1.08995865,0.047872074361
20,3.902809,870,3,0.80539707,0.78417155,0.83204578,0.24723804,0.16131457,0.01160335896
20,3.902809,865,3,0.76879456,2.37266967,0.94849601,0.52645427,1.18476835,0.030970082139
20,3.902809,159,3,0.76879456,1.81788042,0.75615005,0.57024867,0.78385833,0.026743513235
20,3.902809,2538,3,0.64226876,0.59966498,0.60563711,0.92725356,0.33675936,0.040056969678
20,3.902809,462,3,0.68749064,0.31993682,0.90056798,0.71169105,0.20505588,0.012812327232
20,3.902809,2002,3,0.80539707,2.23794706,0.58984739,0.63919229,0.84376401,0.055866220211
20,3.902809,189,3,0.76879456,0.99510364,0.82442333,0.74773148,0.61342893,0.03823333073
20,3.902809,2595,3,0.80539707,1.22099168,0.97843931,0.88211691,1.05383531,0.049648518477
20,3.902809,728,3,0.80539707,1.353174,0.76872308,0.596384,0.62036823,0.026371944755
20,3.902809,186,3,0.64552185,0.25542921,0.8668421,0.63054345,0.13961291,0.02921026033
20,3.902809,706,3,0.75125891,3.81303084,0.58598498,0.97112435,2.16985967,0.06852193295
20,3.902809,773,3,0.80539707,0.9447376,0.72256972,0.79866909,0.5452025,0.058547470813
20,3.902809,984,3,0.80539707,9.59051161,0.8728647,0.77584281,6.4947501,0.059872812865
20,3.902809,983,3,0.77019916,5.12124603,0.47647518,0.7075396,1.72650037,0.015111924757
20,3.902809,1914,3,0.80023778,0.21644083,0.81429537,0.6461881,0.11388856,0.045810294604
20,3.902809,1907,3,0.80539707,3.12382859,0.71463389,0.91932572,2.05229703,0.047028771656
20,3.902809,947,3,0.80539707,1.1164532,0.70240003,0.41572913,0.32601343,0.029624871668
20,3.902809,435,3,0.80023778,0.51001923,0.65424863,0.74675595,0.24917707,0.050327456829
20,3.902809,944,3,0.73598705,6.71505266,0.74230475,0.75984119,3.78751618,0.017107421441
20,3.902809,3499,3,0.77508467,2.11299561,0.97692792,0.64080205,1.32277205,0.021793201497
20,3.902809,149,3,0.80539707,1.30269185,0.6525731,0.80712095,0.68613486,0.030298005721
20,3.902809,539,3,0.80539707,0.40936385,0.59439853,0.62705665,0.15257873,0.029063709156
20,3.902809,520,3,0.76879456,0.35157357,0.7171403,0.93176957,0.2349248,0.041443731202
20,3.902809,528,3,0.75552226,0.24551481,0.44026729,0.63522258,0.06866257,0.024186543487
20,3.902809,545,3,0.80539707,1.49316999,0.74308356,0.56004495,0.62139792,0.041351336817
20,3.902809,601,3,0.76879456,0.80488124,0.52781183,0.77653156,0.32989067,0.025420519687
20,3.902809,45,3,0.80023778,0.54935453,0.74420307,0.96283703,0.39363794,0.061066397586
20,3.902809,561,3,0.76879456,0.20922824,0.69476108,0.84267357,0.1224941,0.036311237067
20,3.902809,652,3,0.72238594,1.95253461,0.61360377,0.82354166,0.98667094,0.016042955142
20,3.902809,648,3,0.65444577,0.07783643,0.71772113,0.56453273,0.03153754,0.017221191704
20,3.902809,642,3,0.80023778,0.35094028,0.5663924,0.84278,0.1675193,0.041557919943
20,3.902809,737,3,0.62106389,2.25017867,0.9192439,0.66950417,1.38484462,0.036538436274
20,3.902809,62,3,0.76879456,0.39205307,0.34532013,0.87252004,0.11812509,0.018687168124
20,3.902809,59,3,0.58069972,1.83668153,0.55614809,0.72612449,0.74171215,0.013010149722
20,3.902809,51,3,0.77508467,1.99334662,0.86975686,0.90788872,1.57403109,0.027489389799
20,3.902809,655,3,0.76879456,0.27734872,0.80953372,0.63034187,0.14152634,0.031648803361
20,3.902809,514,3,0.80539707,1.3953516,0.3794179,0.91825732,0.48614506,0.020041419155
20,3.902809,3756,3,0.72970278,1.21090349,0.3407166,0.95370245,0.39347372,0.031829021541
20,3.902809,662,3,0.80023778,1.22058995,0.71760328,0.74462346,0.65221521,0.045538549474
20,3.902809,485,3,0.80539707,0.06068489,0.74008759,0.62557087,0.02809572,0.040932533833
20,3.902809,496,3,0.80539707,0.61177571,0.76945917,0.9722839,0.45768945,0.043035309044
20,3.902809,505,3,0.75205083,0.74018166,0.74531043,0.80241957,0.44266688,0.014631671756
20,3.902809,507,3,0.80539707,0.18501883,0.77959482,0.81773146,0.11794936,0.056362291644
20,3.902809,511,3,0.80023778,1.1662945,0.81163939,0.87215824,0.82559419,0.096209708504
20,3.902809,131,3,0.76879456,1.89325941,0.56857396,0.86125958,0.92710976,0.030371568561
20,3.902809,2433,3,0.80539707,0.45553584,0.48836353,0.53727792,0.11952666,0.014800058778
20,3.902809,2101,3,0.62909442,0.40020777,0.97211674,0.55059397,0.21420786,0.064449291776
20,3.902809,2400,3,0.80539707,1.19326474,0.87335676,0.82209693,0.85674489,0.063478068945
20,3.902809,594,3,0.76879456,1.91903077,0.95131015,0.69587229,1.27037989,0.041058006979
20,3.902809,589,3,0.7578058,1.49570618,0.89010946,0.66456856,0.88476818,0.033578220268
20,3.902809,138,3,0.73598705,3.46402316,0.53981592,0.92076546,1.72177142,0.015075585515
20,3.902809,47,3,0.80023778,2.42828281,0.90557371,0.65079982,1.4311017,0.050226080729
20,3.902809,53,3,0.77508467,5.81479273,0.58507802,0.51804597,1.76244804,0.010551560716
20,3.902809,2456,3,0.80539707,4.30249381,0.76256024,0.64246857,2.10788201,0.06175219128
20,3.902809,126,3,0.65503857,1.43062133,0.73425392,0.55018462,0.57793556,0.025055375403
20,3.902809,30,3,0.75205083,0.68888962,0.58215708,0.90502453,0.36295282,0.012890084849
20,3.902809,108,3,0.56381202,0.22963687,0.74725426,0.62345066,0.10698234,0.014790445527
20,3.902809,2322,3,0.63953789,0.24664207,0.79919105,0.5413797,0.10671359,0.023122404079
20,3.902809,115,3,0.76879456,10.87846092,0.9178631,0.66047849,6.59483669,0.037599561717
20,3.902809,2290,3,0.80539707,2.31245628,0.8857553,0.43818856,0.89752865,0.038565929727
20,3.902809,369,3,0.71843574,0.19970488,0.26618774,0.64452259,0.03426217,0.013051259898
20,3.902809,368,3,0.80539707,2.07029204,0.54251916,0.90216299,1.01328519,0.038165118812
20,3.902809,362,3,0.7578058,2.76524818,0.54785871,0.6528939,0.98911161,0.020304188995
20,3.902809,3373,3,0.68749064,2.94596225,0.65278844,0.87959093,1.69153261,0.019988850279
20,3.902809,3333,3,0.7578058,0.5741209,0.45371412,0.78383966,0.20417985,0.020187567662
20,3.902809,1150,3,0.7578058,0.85752278,0.54287867,0.80929069,0.37674976,0.024939157719
20,3.902809,1743,3,0.75205083,2.73619148,0.48592182,0.93003117,1.23654632,0.011056537489
20,3.902809,1801,3,0.80215992,0.36033436,0.94398556,0.60879406,0.20708156,0.02423933975
20,3.902809,1815,3,0.7578058,0.27384247,0.7236262,0.53597818,0.10620921,0.022015870053
20,3.902809,1797,3,0.80023778,0.89523478,0.60749204,0.61389117,0.33386349,0.038416292593
20,3.902809,1827,3,0.7578058,0.34232884,0.80603763,0.7297249,0.20135294,0.033387888148
20,3.902809,2734,3,0.76879456,0.74282046,0.66289699,0.73967527,0.36422605,0.030411184811
20,3.902809,1847,3,0.62466542,6.60309908,0.62412317,0.3292082,1.35671541,0.009578478131
20,3.902809,201,3,0.80023778,1.25385258,0.77200384,0.93697281,0.90697001,0.061645943991
20,3.902809,1013,3,0.71016529,0.51369943,0.81160112,0.76886214,0.32055326,0.037047339665
20,3.902809,963,3,0.71843574,1.55167736,0.86429072,0.75715289,1.015418,0.049781695322
20,3.902809,399,3,0.77508467,0.61524638,0.80435671,0.68029514,0.33666279,0.010938709096
20,3.902809,397,3,0.80539707,0.2431194,0.43891166,0.78774838,0.08405901,0.034355292741
20,3.902809,1007,3,0.80539707,1.62216734,0.58124848,0.6797928,0.64096459,0.039261546297
20,3.902809,1004,3,0.80023778,3.08740405,0.61033263,0.70145803,1.32178785,0.043235827603
20,3.902809,415,3,0.80215992,2.94957948,0.49779862,0.58524561,0.85931414,0.006957875673
20,3.902809,414,3,0.7578058,2.74584788,0.66126747,0.78031384,1.41684697,0.029290105464
20,3.902809,405,3,0.75205083,3.98214856,0.68955948,0.54365149,1.49282801,0.009171651759
20,3.902809,404,3,0.66261168,0.44580747,0.94631138,0.48477946,0.20451521,0.020563972681
20,3.902809,1087,3,0.65407617,1.84177014,0.69346768,0.93547843,1.19480059,0.00835883128
20,3.902809,1035,3,0.63443227,0.41062846,0.80771399,0.38031749,0.12614004,0.01432054257
20,3.902809,394,3,0.72238594,0.80208772,0.62184717,0.56676366,0.2826881,0.011189132908
20,3.902809,1045,3,0.80539707,0.38177007,0.47069065,0.84727957,0.15225241,0.059093593657
20,3.902809,1077,3,0.80539707,0.93228394,0.60097052,0.8199002,0.45936972,0.048960198735
20,3.902809,833,3,0.77508467,0.91423901,0.81103684,0.57913796,0.42942009,0.00938950355
20,3.902809,1058,3,0.75205083,0.59929568,0.88592467,0.76057574,0.40381311,0.016485210704
20,3.902809,1063,3,0.7578058,9.47495043,0.75451365,0.76777521,5.48880912,0.032883318947
20,3.902809,721,3,0.7355941,0.39481947,0.82823814,0.4865449,0.15910239,0.021535678568
20,3.902809,1997,3,0.80023778,0.92997559,0.73587424,0.66028602,0.45186349,0.066213035949
20,3.902809,1994,3,0.80539707,2.76613187,0.64868412,0.79709955,1.43027225,0.040319242769
20,3.902809,930,3,0.72238594,2.5365347,0.41718642,0.59351446,0.62806165,0.007860899505
20,3.902809,912,3,0.80539707,4.38395293,0.78644821,0.62609684,2.1586266,0.027773643918
20,3.902809,914,3,0.80539707,0.94598136,0.83143031,0.89280259,0.70220493,0.075308292354
20,3.902809,443,3,0.75687994,0.65868902,0.57850417,0.55314712,0.21077911,0.004123183889
20,3.902809,3884,3,0.80539707,0.63096697,0.76295288,0.6936754,0.333934,0.07842095183
20,3.902809,1314,3,0.71016529,0.18168139,0.79276446,0.75813973,0.10919528,0.035682833926
20,3.902809,1312,3,0.75125891,0.16954947,0.61020129,0.68719852,0.07109708,0.050492120904
20,3.902809,1692,3,0.80023778,1.00740866,0.44378509,0.84854813,0.37936291,0.032784710819
20,3.902809,352,3,0.80539707,0.62502278,0.73622254,0.82297668,0.37869754,0.029261726334
20,3.902809,347,3,0.61497273,2.47968465,0.75020906,0.72770992,1.35374559,0.017332107478
20,3.902809,348,3,0.80539707,0.56664612,0.79221408,0.88497084,0.39726787,0.069662737072
20,3.902809,344,3,0.82202522,1.0781887,0.68729226,0.3316146,0.24573662,0.018591206789
20,3.902809,1313,3,0.71016529,1.14094831,0.71376262,0.92077892,0.74985129,0.03901890558
20,3.902809,1187,3,0.75205083,1.00494221,0.86479048,0.60184643,0.52304334,0.012733618371
20,3.902809,3288,3,0.80539707,1.35173986,0.8705099,0.58673236,0.69040968,0.050750785486
20,3.902809,1229,3,0.76879456,0.12738988,0.72250765,0.54862686,0.05049571,0.024584745166
20,3.902809,1289,3,0.80539707,0.40631788,0.70551202,0.46357449,0.13288926,0.032511286278
20,3.902809,263,3,0.77508467,0.78943859,0.7630191,0.99175849,0.5973924,0.026343650615
20,3.902809,1645,3,0.64883475,1.69703504,0.75372871,0.80367206,1.02798017,0.034384949536
20,3.902809,2873,3,0.77019916,2.71341523,0.48166039,0.87633855,1.14532597,0.018920891565
20,3.902809,2872,3,0.82202522,0.35252499,0.57057414,0.77784988,0.156458,0.036202649324
20,3.902809,248,3,0.76879456,0.40964835,0.76998472,0.56886828,0.17943412,0.027166895902
