orf,E_essential,U,D_enc,D_dec,D,D_dec_raw
YNL069C,0,157,0.5982361587457129,0.0012879390601369478,0.0007704917160348914,0.00024367885507367757
YIL052C,0,168,0.7821499857428001,0.0013407131372401375,0.0010486387611775584,0.0002536637426231769
YKL122C,1,74,0.872639763050722,0.0005027322528255843,0.00043870415398367357,9.511724860966862e-05
YNL001W,0,109,0.9384981311586816,0.00017006746144450428,0.0001596079947365684,3.2176867347805304e-05
YDR385W,0,155,0.6863845831587767,0.01958886803959877,0.013445497023912286,0.003706225770939212
YPR088C,1,144,0.5950854700854701,0.004229332617349801,0.002516814388743418,0.0008001923086422855
YIR026C,0,58,0.9340592861464004,0.001094769013635332,0.0010225791633714171,0.00020713096455389038
YER019C-A,0,31,0.6129032258064516,0.0009625458260097299,0.000589947441747899,0.0001821142568756771
YDL092W,1,50,0.8408163265306122,8.191259394395233e-05,6.887344633654767e-05,1.5497912693365286e-05
YPL243W,1,94,0.803935026309769,0.009824616854614417,0.007898353609497841,0.0018588234962106317
YIL161W,0,100,0.98,0.00030272832975878006,0.0002966737631636045,5.727638447904699e-05
YHR170W,1,82,0.7115326708822644,0.0020625795798795833,0.0014675927573789386,0.00039024131349037666
YML048W,0,77,0.8455228981544771,0.00010473894218485516,8.855917394577295e-05,1.981667169137627e-05
YOR234C,0,113,0.8350189633375474,0.00048380386458007386,0.00040398540146035247,9.153598601828048e-05
YPR189W,0,116,0.8073463268365817,0.0004944917568867682,0.0003992261035735003,9.355814175612191e-05
YGR245C,1,77,0.8325358851674641,0.0016786824012790824,0.001397563338863925,0.0003176077333445597
YBR283C,0,35,0.4369747899159664,0.004272219930331222,0.0018668524065312902,0.0008083066143947548
YBL029C-A,0,3,0.3333333333333333,4.1548413046118375e-05,1.3849471015372792e-05,7.860985068757702e-06
YKR054C,0,21,0.12380952380952381,0.00933475902993795,0.00115573207037327,0.0017661420972527096
YDL222C,0,3,0.0,8.212120765099196e-05,0.0,1.553738253387054e-05
YDR488C,0,11,0.32727272727272727,0.0005026970666918317,0.00016451904000823583,9.511059137171949e-05
YHR005C-A,0,18,0.38562091503267976,0.001057032262370248,0.00040761374823427866,0.0001999911482170071
YJL019W,1,29,0.08374384236453201,0.006652099156021556,0.0005570723431151056,0.001258581214241262
YMR056C,0,5,0.7,2.6889261216741847e-05,1.882248285171929e-05,5.08746460905998e-06
YIL128W,0,11,0.10909090909090909,0.0022721728374339323,0.00024787340044733807,0.00042989648554997363
YDL217C,1,15,0.4095238095238095,0.0007432992462706507,0.0003043987389489331,0.00014063267037580203
YGL167C,1,17,0.07352941176470588,0.006335602096894747,0.00046585309535990786,0.0011986997777748455
YBL031W,0,3,1.0,0.0,0.0,0.0
YML085C,1,29,0.12315270935960591,0.00861847539528265,0.0010613885954781589,0.0016306207970583852
YFL037W,1,39,0.09716599190283401,0.012452908205903253,0.0012099991779015308,0.0023560978216076826
YMR310C,0,10,0.17777777777777778,0.0004650557877575973,8.267658449023953e-05,8.798883845801573e-05
YLR390W-A,0,2,0.0,1.6405041089056893e-05,0.0,3.1038437716090043e-06
YML117W,0,8,0.21428571428571427,0.0005738119310488918,0.0001229596995104768,0.00010856556704689285
YDR293C,0,44,0.13107822410147993,0.01173464869117544,0.0015381569108940325,0.0022202026836994977
YNL112W,1,31,0.20430107526881722,0.005552102884486674,0.001134300589303729,0.0010504612493071816
YJL078C,0,1,0.0,0.0,0.0,0.0
YLR332W,0,10,0.13333333333333333,0.0013102965907121683,0.00017470621209495578,0.0002479089134836346
YLR018C,0,27,0.811965811965812,0.00020879330885770507,0.00016953302855967506,3.950382127868717e-05
YNR044W,0,2,0.0,0.0010827137017390882,0.0,0.00020485009219637338
YHR135C,0,9,0.19444444444444445,0.0007572445979398175,0.00014724200515496452,0.00014327113941018402
YPL165C,0,49,0.04336734693877551,0.010691247738997857,0.0004636510499055193,0.0020227905876781353
YNL283C,0,7,0.19047619047619047,0.0007132145638159879,0.0001358503931078072,0.00013494063012117394
YNL327W,0,2,0.0,2.2350429388290208e-05,0.0,4.228714861062231e-06
YGR014W,0,8,0.32142857142857145,0.0007966425177314112,0.0002560636664136679,0.00015072524984463214
YNL016W,0,33,0.14772727272727273,0.003040744848835375,0.00044920094357795315,0.0005753107784902489
YGR023W,0,4,0.8333333333333334,4.9425080366074366e-05,4.118756697172864e-05,9.351255325891637e-06
YGL105W,0,28,0.1455026455026455,0.008616215510070155,0.0012536821509361335,0.0016301932253989617
YLR371W,0,18,0.08496732026143791,0.006670161410296838,0.0005667457407441759,0.0012619986037576438
YJL080C,0,40,0.2564102564102564,0.008210257473483702,0.00210519422397018,0.0015533857174778753
YBL034C,1,9,0.25,0.00038973288938999557,9.743322234749889e-05,7.373770018358798e-05
YOR195W,0,9,0.1111111111111111,0.0003605085800153745,4.005650889059716e-05,6.82084430400323e-05
YGR188C,0,24,0.29347826086956524,0.001878325151242298,0.0005512475987341527,0.00035538026330387624
YJR068W,1,24,0.37681159420289856,0.002516224833413222,0.0009481426908513591,0.00047607127191941223
YPL167C,0,17,0.6323529411764706,0.0001806973714755298,0.00011426451431540854,3.418805280375465e-05
YIL139C,0,20,0.39473684210526316,0.00025513020611440224,0.00010070929188726405,4.8270790478284226e-05
YBR278W,0,25,0.4066666666666667,0.0006494944269507491,0.00026412773362663797,0.00012288474139394767
YOL094C,1,22,0.43722943722943725,0.0003512260630179615,0.00015356637387365418,6.645218516717065e-05
YBR087W,1,24,0.36231884057971014,0.0009565919158150035,0.00034659127384601573,0.00018098777343840316
YJL065C,0,16,0.48333333333333334,0.0001787447176924118,8.639328021799903e-05,3.381860951800254e-05
YDR082W,1,8,0.42857142857142855,0.0007285590244323621,0.00031223958189958377,0.00013784381142101248
YBL036C,0,1,0.0,0.0,0.0,0.0
YGR185C,1,19,0.10526315789473684,0.0031466972811909416,0.0003312312927569412,0.0005953570432614489
YBL037W,0,38,0.3456614509246088,0.003389200944889755,0.0011715161160856479,0.0006412388842198368
YGR261C,0,18,0.46405228758169936,0.0017528058631769835,0.0008133935704938943,0.0003316319375079596
YHL019C,0,19,0.7660818713450293,0.0001431386232503686,0.00010965590436139348,2.7081914750503406e-05
YPR029C,0,24,0.5253623188405797,0.0013694863938847333,0.0007194765475119069,0.00025910766031533123
YGR167W,0,36,0.326984126984127,0.010255825942906022,0.0033534922924422866,0.0019404085185028277
YPL195W,0,19,0.4502923976608187,0.002303726489150247,0.0010373505243542048,0.0004358664556841254
YNL265C,0,26,0.16923076923076924,0.005215406918958011,0.0008826073247467403,0.0009867581674399175
YJL084C,0,4,0.16666666666666666,0.00033885598409677563,5.6475997349462603e-05,6.411175869670931e-05
YOL062C,0,37,0.3588588588588589,0.0021322259132967657,0.0007651681580749654,0.0004034184422167731
YDL161W,0,24,0.5144927536231884,0.0016768207198779976,0.000862712109502448,0.00031725550208892866
YPR079W,0,8,0.39285714285714285,0.0003180605294963232,0.00012495235087355553,6.0177246013138656e-05
YKR103W,0,5,1.0,0.0,0.0,0.0
YFL047W,0,16,0.5583333333333333,0.0036985323404669828,0.0020650138900940654,0.0006997645727757741
YHL035C,0,6,0.6666666666666666,9.394846181268468e-05,6.263230787512312e-05,1.777510622902753e-05
YJR125C,0,20,0.5263157894736842,0.0015641093706167902,0.0008232154582193632,0.0002959304461201626
YKL135C,0,47,0.2432932469935245,0.01220008596986018,0.0029681985292074257,0.0023082637004734168
YJR058C,0,35,0.4016806722689076,0.0015770629953946744,0.0006334757242005499,0.00029838127982233573
YBR288C,0,12,1.0,0.0,0.0,0.0
YLL048C,0,9,0.3055555555555556,0.0002616711069791481,7.995506046585081e-05,4.9508332908049666e-05
YJL024C,0,12,1.0,0.0,0.0,0.0
YEL060C,0,15,0.34285714285714286,0.0009634081174699727,0.0003303113545611335,0.00018227740294545264
YDR153C,0,20,0.5473684210526316,0.0006500916664813665,0.0003558396490213796,0.00012299773947711018
YPL259C,0,22,0.5844155844155844,0.0010602418776376823,0.0006196218765415027,0.0002005984093816093
YMR032W,1,43,0.1406423034330011,0.009306384317964657,0.0013088713271113084,0.0017607735844552468
YLR170C,0,23,0.5296442687747036,0.0027909500466333646,0.0014782106966358534,0.0005280494496836908
YCR045C,0,9,1.0,0.0,0.0,0.0
YJR005W,0,36,0.38571428571428573,0.0018140503880191017,0.0006997051496645107,0.00034321943893172405
YOR003W,0,9,1.0,0.0,0.0,0.0
YJL005W,1,18,0.1111111111111111,0.005616151079944004,0.0006240167866604449,0.001062579206919957
YJL200C,0,2,0.0,7.726655609145744e-05,0.0,1.4618879500285063e-05
YBR268W,0,69,0.7919863597612958,0.0001276359090243146,0.00010108589896299085,2.4148791771270553e-05
YCL014W,0,13,0.07692307692307693,0.0016726917029644555,0.00012866859253572735,0.0003164742895725812
YKL167C,0,71,0.779476861167002,0.00015613569035423386,0.00012170415783346116,2.9540967767226794e-05
YHR038W,0,98,0.6955606985062066,0.0003525738033930601,0.00024523648096306687,6.670717846747918e-05
YOL114C,0,44,0.9809725158562368,7.482236456417474e-07,7.339868320883104e-07,1.415643697378408e-07
YDL202W,0,86,0.6136798905608755,0.004234743723678284,0.0025987770649002436,0.0008012160932572707
YJR138W,0,21,0.1761904761904762,0.004335716378581029,0.0007639119333690386,0.0008203201810996211
YLR189C,0,2,1.0,0.0,0.0,0.0
YNL185C,0,92,0.6039178213091256,0.0011108516120955482,0.0006708630853744734,0.00021017380198361975
YOL023W,0,47,0.8334875115633672,0.0001509482533586764,0.00012581348406675988,2.8559501526339693e-05
YDR116C,0,71,0.648692152917505,0.0008247706755124018,0.0005350222651613649,0.00015604711443865628
YOR187W,0,101,0.5588118811881189,0.008841091155837385,0.0049405067805491296,0.001672739834621828
YBL039C,0,25,0.15666666666666668,0.002828944893982906,0.00044320136672398863,0.0005352380979570423
YMR012W,0,24,0.11231884057971014,0.0033367988206992284,0.00037478537478868146,0.0006313243703880889
YLR289W,0,81,0.6762345679012346,0.0009800535291203416,0.0006627460747847742,0.0001854267249737485
YIL094C,0,18,0.013071895424836602,0.0023784494923127395,3.109084303676784e-05,0.00045000409342015843
YGR124W,0,6,0.3333333333333333,0.002448205255455652,0.0008160684184852173,0.0004632019263173516
YOR117W,1,74,0.4131803035912625,0.0074376766497811575,0.003073101496170223,0.0014072129548071814
YOR261C,1,55,0.6511784511784512,0.0022008586153168907,0.0014331517043848037,0.00041640379126511916
YOR388C,0,1,0.0,0.0,0.0,0.0
YJR103W,0,3,0.3333333333333333,5.088595399420577e-06,1.6961984664735256e-06,9.627653506619643e-07
YGL048C,1,65,0.48990384615384613,0.002322015577055221,0.0011375643620284953,0.00043932676226148167
YJR109C,0,9,0.1388888888888889,0.0005729960148703381,7.958277984310253e-05,0.0001084111952086749
YDR394W,1,56,0.6357142857142857,0.001517814378431823,0.0009648962834316588,0.0002871714053856746
YBL039W-B,0,3,0.0,0.0005073856129365399,0.0,9.599766717851194e-05
YGR028W,0,7,0.09523809523809523,0.003085324184917882,0.0002938403985636078,0.0005837452160445964
YDR335W,0,25,0.09666666666666666,0.0030516029626892972,0.0002949882863932987,0.0005773651402485623
YJR132W,0,15,0.08571428571428572,0.003873620290266571,0.00033202459630856323,0.0007328913195799472
YBR017C,0,48,0.13829787234042554,0.008988368103197144,0.0012430721844847114,0.0017006047228158053
YBL041W,1,50,0.726530612244898,0.0032843745352613943,0.002386198641945013,0.0006214056636348449
YGR253C,1,52,0.6847662141779789,0.001501743209307121,0.0010283430121047253,0.0002841307303931898
YER021W,1,51,0.7545098039215686,0.0008097228032241451,0.0006109437934914726,0.00015320004783124443
YPR108W,1,52,0.702865761689291,0.0004098711801729305,0.00028808441924673545,7.754787707239558e-05
YBR295W,0,17,0.6691176470588235,0.0012238776874985474,0.0008189181585468221,0.00023155840433021325
YHR027C,0,90,0.3081148564294632,0.014105496653856612,0.004346113076369303,0.0026687685630808395
YOR259C,1,52,0.7239819004524887,0.001716647395748887,0.0012428216439810947,0.00032479073343487207
YMR314W,1,52,0.6953242835595776,0.0021052547885179232,0.0014638347775365952,0.00039831548897187444
YDR182W-A,0,30,1.0,0.0,0.0,0.0
YKL206C,0,17,0.8823529411764706,0.00013555301652027536,0.00011960560281200767,2.564671333434964e-05
YDR363W-A,0,53,0.5834542815674891,0.0033575782013666577,0.0019589933772850457,0.0006352558418737358
YGR135W,0,60,0.5344632768361582,0.007362294556278735,0.003934876073581743,0.0013929506167771708
YFR010W,0,47,0.7530064754856615,0.0022530919861243333,0.0016965928554164731,0.0004262863768539459
YOR157C,1,53,0.6197387518142236,0.011470938549222291,0.0071089851386326825,0.0021703085641317384
YPR103W,1,55,0.632996632996633,0.002679157732534909,0.0016958978239614913,0.0005068982757277958
YDL007W,1,51,0.7498039215686274,0.0015642735897371054,0.0011728984719911158,0.0002959615164778046
YIL075C,1,56,0.6357142857142857,0.0012128225321357327,0.0007710086097148586,0.0002294667621983364
YLR199C,0,19,0.7017543859649122,0.0010302694180309678,0.0007229960828287493,0.00019492760175820385
YJL001W,1,53,0.6988388969521045,0.000879708592997819,0.0006147745827698837,0.00016644140190716055
YOL038W,1,52,0.6704374057315233,0.001596218531487266,0.0010701646112309046,0.00030200551892482004
YOR362C,1,54,0.6191474493361285,0.0036413016233512847,0.002254502612361452,0.0006889364862199429
YML092C,1,56,0.6116883116883117,0.0033476613008585664,0.0020477252892264737,0.0006333795582540478
YIL007C,0,39,0.7732793522267206,0.0026637489660673087,0.0020598220749751253,0.000503982927721716
YDR142C,0,16,0.375,0.0017371982835247073,0.0006514493563217652,0.0003286789739261784
YFR050C,1,56,0.5961038961038961,0.003961407919104754,0.002361410694635172,0.0007495007924556644
YLR421C,0,49,0.7329931972789115,0.0005118747444863675,0.0003752007055673884,9.684701360350567e-05
YDL147W,1,60,0.5463276836158192,0.011909084930436612,0.006506262784029493,0.002253206126472637
YDR244W,0,40,0.20512820512820512,0.016497963469556242,0.0033841976347807673,0.0031214247426282343
YDR427W,1,60,0.5666666666666667,0.0020009810531442644,0.0011338892634484164,0.0003785868346926828
YER094C,1,49,0.7551020408163265,0.0011002609722581189,0.0008308093055826611,0.00020817004647223086
YCR076C,0,14,1.0,0.0,0.0,0.0
YFL007W,0,43,0.6378737541528239,0.0014009720754740056,0.0008936433172458773,0.0002650647704600243
YBR173C,0,20,0.7105263157894737,0.00027046952998168377,0.00019217571867119636,5.117299990206398e-05
YBL042C,0,1,0.0,0.0,0.0,0.0
YGR130C,0,9,0.1388888888888889,0.007068368322066196,0.000981717822509194,0.0013373395941396454
YBL043W,0,3,0.3333333333333333,3.6954067742020346e-05,1.2318022580673449e-05,6.991732137336636e-06
YKR083C,1,18,0.45098039215686275,0.0018708230808873192,0.0008437045266746734,0.00035396086702080287
YBL044W,0,3,0.0,0.00018747767287595368,0.0,3.547088996076584e-05
YJL159W,0,6,0.06666666666666667,0.0022156925591997503,0.00014771283727998334,0.0004192103824878576
YMR304W,0,67,0.23428312980551785,0.03187145616217556,0.007466944501133848,0.006030098928985069
YKL195W,1,19,0.15204678362573099,0.012542324162826453,0.001907020048149051,0.0023730153751494207
YER004W,0,7,0.3333333333333333,0.0003193643319639698,0.00010645477732132327,6.042392623458064e-05
YDR316W,0,2,0.0,4.29235574965476e-05,0.0,8.121163236819384e-06
YMR157C,0,2,0.0,4.29235574965476e-05,0.0,8.121163236819384e-06
YPR134W,0,3,0.3333333333333333,0.00015265025057782387,5.088341685927462e-05,2.8881520437433465e-05
YIL077C,0,3,0.0,0.0001990744932075934,0.0,3.7665015434845824e-05
YPR010C-A,0,2,0.0,3.1814241287099e-05,0.0,6.019273839752699e-06
YPR125W,1,4,0.3333333333333333,0.0005047218587254027,0.00016824061957513423,9.549368325841979e-05
YOL027C,0,4,0.5,4.400520220559051e-05,2.2002601102795256e-05,8.325811074946174e-06
YFL016C,0,8,0.03571428571428571,0.0008305111465227223,2.966111237581151e-05,0.0001571332150521665
YLR077W,0,2,0.0,0.0001255790388153979,0.0,2.3759630674245755e-05
YKL150W,0,2,0.0,0.0003258410097499689,0.0,6.164931761870837e-05
YDR079W,0,2,0.0,4.29235574965476e-05,0.0,8.121163236819384e-06
YER141W,0,3,0.3333333333333333,6.71121152308629e-06,2.23707050769543e-06,1.2697653101141661e-06
YLR090W,0,6,0.4666666666666667,0.00028852320902662956,0.00013464416421242714,5.458876697964004e-05
YDR194C,0,9,0.16666666666666666,0.0002197676444751614,3.662794074586023e-05,4.158017226548905e-05
YIL070C,0,36,0.25555555555555554,0.014687772279053081,0.003753541804646898,0.0027789354662183983
YOL053W,0,1,0.0,0.0,0.0,0.0
YBR255C-A,0,2,1.0,0.0,0.0,0.0
YOR205C,0,4,0.16666666666666666,0.0009362971682483832,0.00015604952804139718,0.0001771479948307744
YDL189W,0,5,0.2,5.976896261705538e-05,1.1953792523411078e-05,1.1308324151545525e-05
YMR241W,0,4,0.3333333333333333,0.000112134472615298,3.7378157538432664e-05,2.1215910555799898e-05
YKL133C,0,4,0.5,5.0630593631190585e-05,2.5315296815595293e-05,9.579339170315468e-06
YJL003W,0,17,0.7058823529411765,0.0004743063540854882,0.00033480448523681526,8.973905124473243e-05
YPL132W,0,3,0.3333333333333333,4.659060414540951e-05,1.553020138180317e-05,8.814970697555468e-06
YLR132C,1,5,0.3,0.00031920375828595556,9.576112748578666e-05,6.0393545596843545e-05
YDL112W,0,8,0.75,6.114604221957488e-05,4.585953166468116e-05,1.1568868451562007e-05
YGR241C,0,11,0.32727272727272727,0.0002969913176127322,9.719715849143963e-05,5.619093828476504e-05
YDR348C,0,4,0.16666666666666666,5.176028143038011e-05,8.626713571730018e-06,9.793076790376417e-06
YOL016C,0,4,0.16666666666666666,7.092883259373664e-05,1.1821472098956107e-05,1.3419778352181103e-05
YJR134C,0,8,0.25,0.0010398764600031537,0.00025996911500078844,0.00019674525995406456
YBL048W,0,1,0.0,0.0,0.0,0.0
YBL049W,0,8,0.5357142857142857,0.0005654680596923262,0.0003029293176923176,0.00010698690150130891
YDR255C,0,10,0.6,0.0005105060123959218,0.00030630360743755307,9.658804865786069e-05
YCL039W,0,9,0.7222222222222222,0.0005337685046761029,0.00038549947559940765,0.00010098932637389799
YGL227W,0,10,0.7333333333333333,0.00011011184080281264,8.074868325539594e-05,2.0833227384245474e-05
YGR172C,1,18,0.1830065359477124,0.01118330157222795,0.002046617281192043,0.002115887472792695
YIL097W,0,9,0.8333333333333334,7.118535496909211e-05,5.93211291409101e-05,1.3468312541928214e-05
YMR135C,0,13,0.4358974358974359,0.000881313822161179,0.00038416243530102674,0.00016674511224312695
YIL017C,0,10,0.7333333333333333,0.00011011184080281264,8.074868325539594e-05,2.0833227384245474e-05
YIL034C,0,18,0.0718954248366013,0.002384785745084963,0.00017145518428715419,0.0004512029163061019
YBR080C,1,35,0.4638655462184874,0.005180851193093222,0.0024032183685608896,0.0009802202030473506
YDR189W,1,20,0.5894736842105263,0.0011344634869495857,0.0006687363712544926,0.00021464118309555142
YPL153C,1,52,0.1033182503770739,0.009293381391243548,0.0009601759054301402,0.00175831342279537
YPR031W,0,9,0.6944444444444444,9.59420365847986e-07,6.662641429499903e-07,1.8152291790835736e-07
YBL055C,0,1,0.0,0.0,0.0,0.0
YOR052C,0,19,0.8187134502923976,0.004601117401265697,0.003766996702790629,0.0008705342163322401
YBL056W,0,9,0.16666666666666666,0.0015495657364259783,0.00025826095607099636,0.00029317878166808004
YGR205W,0,2,0.0,2.2444067975747225e-06,0.0,4.2464313388743224e-07
YBR097W,0,18,0.3333333333333333,0.004039241189916497,0.0013464137299721657,0.0007642268947263949
YDR071C,0,6,0.06666666666666667,0.00018970984517115562,1.2647323011410374e-05,3.589321831934839e-05
YGR240C,0,17,0.058823529411764705,0.006138072998059586,0.00036106311753291684,0.001161327151897058
YBL057C,0,4,0.5,0.00010915961183606173,5.4579805918030865e-05,2.0653065083428864e-05
YMR276W,0,26,0.3507692307692308,0.005342156494494528,0.001873864124222696,0.0010107392643751475
YDR408C,0,5,0.6,2.7286529886163833e-05,1.63719179316983e-05,5.162628083418076e-06
YEL037C,0,71,0.3118712273641851,0.01190542053662436,0.003712958115043814,0.002252512820930204
YBL058W,0,26,0.11692307692307692,0.0057504366729915135,0.0006723587494574692,0.001087986122960866
YOR342C,0,2,0.0,7.68521830085557e-06,0.0,1.4540479860472828e-06
YNL071W,0,20,0.3105263157894737,0.006324352323625371,0.001963877826809984,0.0011965713138164433
YDR436W,0,20,0.4105263157894737,0.0005195735804246621,0.00021329862775328233,9.830363805485527e-05
YFR003C,1,6,0.6666666666666666,2.00359931043058e-05,1.3357328736203865e-05,3.7908221056687196e-06
YML013W,0,29,0.31527093596059114,0.0024310373326672688,0.0007664354152251487,0.0004599537448633147
YNL155W,0,7,0.23809523809523808,0.0005583368841967365,0.00013293735338017535,0.00010563767875166268
YFL044C,0,12,0.5757575757575758,0.0014838422393179,0.0008543334105163668,0.00028074385596202085
YMR067C,0,6,0.3333333333333333,0.0002659016696058846,8.86338898686282e-05,5.0308757935217504e-05
YPL179W,0,13,0.717948717948718,4.6475277373842134e-05,3.336686580686102e-05,8.793150802092485e-06
YDR411C,0,17,0.6691176470588235,0.0003090821719808464,0.00020681233566365457,5.84785352996202e-05
YJR098C,0,2,0.0,1.1766902083449411e-05,0.0,2.226305045173594e-06
YPL133C,0,2,0.0,1.718420455502918e-05,0.0,3.2512619742087267e-06
YKL213C,0,29,0.1748768472906404,0.003143365745153276,0.0005497018913937995,0.000594726714612818
YKL193C,1,16,0.38333333333333336,0.0007354067774569151,0.00028190593135848414,0.00013913941046641526
YML016C,0,28,0.25132275132275134,0.007747538621192139,0.0019471327222572838,0.0014658390286342085
YBR273C,0,5,0.9,8.19276559545591e-07,7.373489035910319e-07,1.5500762434951175e-07
YLR377C,0,11,0.2545454545454545,0.0027326886670976267,0.0006955934788975776,0.0005170263611698818
YBL059C-A,0,1,0.0,0.0,0.0,0.0
YBL059W,0,3,0.0,0.0018817722086026294,0.0,0.0003560324486571565
YCR099C,0,2,0.0,6.7368754435075114e-06,0.0,1.2746209394979663e-06
YBL060W,0,6,0.2,0.00026952651745727567,5.390530349145514e-05,5.099458135775532e-05
YJL047C,0,24,0.1956521739130435,0.003701292686367599,0.0007241659603762694,0.0007002868319023807
YOR094W,0,8,0.17857142857142858,0.0023218945954731757,0.0004146240349059242,0.00043930387247243007
YBL061C,0,5,0.1,0.00013123134597643727,1.3123134597643728e-05,2.4829050633743193e-05
YJL020C,0,16,0.21666666666666667,0.001548502890119989,0.00033550895952599765,0.0002929776904992671
YDL044C,0,8,0.25,0.000585753712654381,0.00014643842816359525,0.00011082495940421144
YNL233W,0,14,0.18681318681318682,0.002448304969058558,0.00045737565356038993,0.0004632207921917889
YBL063W,0,7,0.7619047619047619,6.574848353162609e-06,5.009408269076273e-06,1.2439653152621683e-06
YMR198W,1,10,0.28888888888888886,0.0014559415561965117,0.00042060533845677,0.00027546502971222104
YML124C,0,26,0.09538461538461539,0.008520924107997827,0.0008127650687628697,0.0016121640340543949
YPL155C,0,13,0.2948717948717949,0.0005670290324642156,0.0001672008685471405,0.00010728223850103836
YPL253C,0,8,0.7142857142857143,1.2404639935225631e-05,8.860457096589737e-06,2.3469654353798293e-06
YGL216W,0,9,0.5277777777777778,7.139694323057098e-05,3.768172003835691e-05,1.3508345169946126e-05
YBL064C,0,4,0.0,0.00010405621762958965,0.0,1.9687499789454068e-05
YKL086W,0,2,0.0,0.0005078609524494265,0.0,9.608760170403144e-05
YNR031C,0,6,0.4,0.0009127592659027154,0.0003651037063610862,0.00017269460936250662
YDR247W,0,3,0.0,6.868666782731454e-05,0.0,1.2995559411954087e-05
YBL067C,0,3,0.0,4.386310488692621e-06,0.0,8.298926175657947e-07
YOL087C,0,8,0.21428571428571427,0.0005438222109576202,0.00011653333091949004,0.00010289149372929034
YBL068W,0,5,1.0,0.0,0.0,0.0
YER099C,0,7,0.5714285714285714,5.987723417328326e-05,3.421556238473329e-05,1.1328809195966687e-05
YHL011C,0,10,0.3111111111111111,0.0005335660207864846,0.00016599831757801742,0.0001009510162985845
YBR221C,0,33,0.1268939393939394,0.006466974159759461,0.0008206198270906892,0.0012235554521296064
YKL181W,0,7,0.6190476190476191,0.0005022695064949979,0.0003109287421159511,9.502969672191482e-05
YOL061W,0,10,0.3111111111111111,0.004116154919401928,0.0012805815304805998,0.0007787790192178
YBL071C,0,1,0.0,0.0,0.0,0.0
YIL103W,0,7,0.19047619047619047,0.0009840277576914022,0.00018743385860788613,0.00018617865144136738
YKL191W,0,5,0.4,0.000526339930500408,0.0002105359722001632,9.958383561273517e-05
YPL086C,0,14,0.34065934065934067,0.0020229825968036365,0.0006891479175924476,0.00038274954016121577
YGR200C,0,11,0.45454545454545453,0.00048184150719213724,0.00021901886690551693,9.11647068045831e-05
YLR384C,0,15,0.3238095238095238,0.0015245667730994198,0.0004936692408131454,0.000288448962571828
YHL034C,0,27,0.37037037037037035,0.00027398642672441507,0.00010147645434237595,5.1838398909055806e-05
YCL037C,0,74,0.19029988893002592,0.012140718260649573,0.002310377336532351,0.0022970312937109034
YLR330W,0,20,0.1368421052631579,0.007336688111778353,0.0010039678468749325,0.0013881058618726203
YCR047C,0,37,0.8693693693693694,0.0002191495775846672,0.00019052193006234582,4.146323363314525e-05
YJL074C,1,32,0.1592741935483871,0.006333943752674799,0.0010088337831881233,0.0011983860180378033
YPL037C,0,19,0.1871345029239766,0.004740750166123272,0.0008871579258242381,0.000896952820538287
YDL143W,1,33,0.29545454545454547,0.0061227219022781205,0.001808986016582172,0.0011584227152199407
YDR091C,1,88,0.7432079414838035,0.006122791250453941,0.004550507081384917,0.0011584358359370682
YLR192C,0,68,0.8261633011413521,0.0004284590713548318,0.00035397716079446596,8.106471741184314e-05
YMR239C,1,42,0.48548199767711964,0.002913249310245872,0.001414330094869657,0.0005511885448907893
YOL041C,0,26,0.5076923076923077,0.0004780862200058122,0.0002427206963106431,9.045420418038346e-05
YKL074C,0,45,0.6606060606060606,0.0005858098080254359,0.00038698950954407584,0.00011083557268260067
YGL246C,0,15,0.20952380952380953,0.0008259654242785306,0.00017305942222978736,0.0001562731616333116
YMR146C,1,75,0.7772972972972974,0.004871152201241101,0.0037863334407484887,0.0009216249650521828
YMR108W,0,13,0.10256410256410256,0.003381661718414742,0.00034683709932458893,0.0006398124579762093
YDR515W,0,27,0.6923076923076923,0.00025471741312119086,0.00017634282446851675,4.819268979240434e-05
YBL074C,1,18,0.7777777777777778,7.828717791980987e-05,6.089002727096323e-05,1.4811981772196652e-05
YDR283C,0,33,0.08333333333333333,0.0049556260960361455,0.0004129688413363454,0.0009376074774274827
YDR243C,1,39,0.5371120107962213,0.0020509343250802383,0.0011015814593548377,0.0003880380241854899
YHR156C,0,15,0.8666666666666667,0.0001802385462099683,0.0001562067400486392,3.410124278389314e-05
YLL060C,0,7,0.047619047619047616,0.0008688369349962991,4.137318738077615e-05,0.00016438447758786764
YER103W,0,24,0.2210144927536232,0.004464245528976553,0.000986662961114383,0.0008446379746826835
YPL219W,0,4,0.16666666666666666,0.00022276812366527093,3.7128020610878483e-05,4.214786475680967e-05
YDR128W,0,12,0.3181818181818182,0.0005973152160902828,0.00019005484148327178,0.00011301240290009498
YMR123W,0,3,0.0,2.9267854401865504e-05,0.0,5.537495889247533e-06
YNL293W,0,14,0.17582417582417584,0.0022972251473962735,0.00040390771822352065,0.0004346363978622262
YNL073W,0,21,0.36666666666666664,0.0018189418494194574,0.0006669453447871343,0.0003441449064096256
YOL033W,0,23,0.42292490118577075,0.0012443609790696616,0.0005262712441124656,0.0002354338555783947
YDR341C,1,17,0.5367647058823529,0.0004263221737125505,0.00022883469618394255,8.066041507565546e-05
YBR058C,0,13,0.07692307692307693,0.001958598341375237,0.00015066141087501824,0.0003705679997971124
